OBJECTID,EVENT_UNIQUE_ID,PRIMARY_OFFENCE,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DOW,OCC_DAY,OCC_DOY,OCC_HOUR,REPORT_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DOW,REPORT_DAY,REPORT_DOY,REPORT_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_MAKE,BIKE_MODEL,BIKE_TYPE,BIKE_SPEED,BIKE_COLOUR,BIKE_COST,STATUS,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
33658,GO-20239040381,THEFT UNDER - BICYCLE,8/10/2023 5:00:00 AM,2023,August,Thursday,10,222,13,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,1,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,EL,,PNK,1000,STOLEN,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.4195297268221,43.6495714941364,-8840941.60825089,5411371.74916991
33659,GO-20231891791,THEFT UNDER - BICYCLE,8/14/2023 5:00:00 AM,2023,August,Monday,14,226,22,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,11,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,JAMIS,,RC,21,RED,800,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3730425539231,43.663195202299,-8835766.67982411,5413467.94707717
33660,GO-20239039639,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,7,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,23,D53,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,OT,,RG,8,LGR,800,STOLEN,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),-79.3753028769789,43.7226896161634,-8836018.2978295,5422627.57390193
33661,GO-20239039550,THEFT UNDER,8/9/2023 5:00:00 AM,2023,August,Wednesday,9,221,10,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,16,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UK,,RC,15,GRY,500,STOLEN,095,Annex (95),095,Annex (95),-79.3944938448658,43.6695983102896,-8838154.62661509,5414453.31907246
33662,GO-20231911049,THEFT UNDER,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,12,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,14,D13,Unknown,Other,UNKNOWN MAKE,BMC,TO,0,YEL,4500,STOLEN,094,Wychwood (94),094,Wychwood (94),-79.4325243222642,43.6803482097749,-8842388.15994935,5416107.85374921
33663,GO-20239039511,THEFT UNDER,8/12/2023 5:00:00 AM,2023,August,Saturday,12,224,23,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,15,D14,"Apartment (Rooming House, Condo)",Apartment,CA,,RG,8,LGR,1565,STOLEN,079,University (79),079,University (79),-79.4029658385204,43.6655337082692,-8839097.72467317,5413827.80674362
33664,GO-20231891904,THEFT OF EBIKE OVER $5000,8/13/2023 5:00:00 AM,2023,August,Sunday,13,225,21,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,12,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,DEFY1,MT,1,BLU,7000,STOLEN,073,Moss Park (73),073,Moss Park (73),-79.3577565622707,43.6570897961935,-8834065.0509784,5412528.48621352
33665,GO-20239039783,THEFT UNDER - BICYCLE,6/21/2023 5:00:00 AM,2023,June,Wednesday,21,172,15,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,17,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,UK,,MT,,RED,0,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3903521436223,43.6598923989962,-8837693.57456875,5412959.72099405
33666,GO-20231912627,THEFT UNDER - BICYCLE,8/15/2023 5:00:00 AM,2023,August,Tuesday,15,227,12,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,18,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,VELEC,A2S TITANIUM,EL,1,BLK,2485,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3766566481052,43.6529694920731,-8836168.99892787,5411894.534145
33667,GO-20231920640,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,22,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,17,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,,RG,1,,500,STOLEN,062,East End-Danforth (62),062,East End-Danforth (62),-79.3035993506017,43.6893453218947,-8828036.29782709,5417492.84185632
33668,GO-20239039775,THEFT UNDER,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,3,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,16,D53,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,1,,0,STOLEN,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.3771097794335,43.7110870374844,-8836219.44124005,5420840.55333132
33669,GO-20239039567,THEFT UNDER,8/11/2023 5:00:00 AM,2023,August,Friday,11,223,20,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,12,D23,"Apartment (Rooming House, Condo)",Apartment,UK,,SC,30,,600,STOLEN,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),-79.5179921620556,43.6966213731713,-8851902.39637736,5418613.04700834
33670,GO-20231919263,B&E,8/13/2023 5:00:00 AM,2023,August,Sunday,13,225,22,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,13,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,UNKNOWN MAKE,RADRUNNER 2,EL,24,BLK,2600,STOLEN,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4167180277593,43.6551149997848,-8840628.61134994,5412224.63766894
33671,GO-20231920640,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,22,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,17,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN MAKE,,RG,1,,500,STOLEN,062,East End-Danforth (62),062,East End-Danforth (62),-79.3035993506017,43.6893453218947,-8828036.29782709,5417492.84185632
33672,GO-20231922044,THEFT OF EBIKE UNDER $5000,5/16/2023 5:00:00 AM,2023,May,Tuesday,16,136,8,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,19,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,EL,1,WHI,850,STOLEN,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3856604479573,43.6675622067491,-8837171.29735907,5414139.97251363
33673,GO-20239039686,THEFT UNDER - BICYCLE,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,8,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,9,D53,Pharmacy,Other,UK,BIRDY GT,FO,,BLK,3500,STOLEN,095,Annex (95),095,Annex (95),-79.3950963451987,43.6710094121077,-8838221.69660829,5414670.48718899
33674,GO-20231916986,THEFT UNDER - BICYCLE,8/14/2023 5:00:00 AM,2023,August,Monday,14,226,23,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TREK,6 SEERIES,OT,27,BLK,2000,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3778924452923,43.6491434882471,-8836306.56722064,5411305.90216847
33675,GO-20239039682,THEFT UNDER - BICYCLE,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,0,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,1,D43,Bar / Restaurant,Commercial,SP,EVERCROSS H5 EL,EL,45,BLK,1000,STOLEN,142,Woburn North (142),137,Woburn (137),-79.2514645658694,43.7722600740111,-8822232.68010828,5430266.27976795
33676,GO-20239039695,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,23,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,11,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,UK,JUNWEI ESCOOTER,EL,20,,1600,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3983326338877,43.6357009748047,-8838581.95865183,5409238.06435399
33677,GO-20239039733,THEFT UNDER - BICYCLE,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,18,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,18,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,SPECIALIZED HAR,MT,21,GRY,0,STOLEN,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2917835591013,43.6912131230081,-8826720.96987834,5417780.3915124
33678,GO-20239039757,THEFT UNDER,8/12/2023 5:00:00 AM,2023,August,Saturday,12,224,17,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,15,D52,"Open Areas (Lakes, Parks, Rivers)",Outside,OT,,RG,15,GRN,750,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3799866438962,43.6399724785106,-8836539.69238694,5409895.09205022
33679,GO-20239039777,THEFT UNDER - BICYCLE,5/28/2023 5:00:00 AM,2023,May,Sunday,28,148,0,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,16,D51,Pharmacy,Other,SC,SCHWINN GTX2,RG,,,550,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3767471460558,43.6494070885107,-8836179.07311915,5411346.45606649
33680,GO-20231916986,THEFT UNDER - BICYCLE,8/14/2023 5:00:00 AM,2023,August,Monday,14,226,23,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,6 SERIES,MT,27,BLK,2000,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3778924452923,43.6491434882471,-8836306.56722064,5411305.90216847
33681,GO-20239039745,THEFT UNDER,8/14/2023 5:00:00 AM,2023,August,Monday,14,226,22,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,14,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SC,,MT,50,RED,0,STOLEN,074,North St.James Town (74),074,North St.James Town (74),-79.3737671550415,43.6672884064532,-8835847.34203846,5414097.83665394
33682,GO-20239039877,THEFT UNDER,6/7/2023 5:00:00 AM,2023,June,Wednesday,7,158,0,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,10,D12,"Apartment (Rooming House, Condo)",Apartment,OT,RISE,MT,7,GRN,250,STOLEN,113,Weston (113),113,Weston (113),-79.5237688498353,43.7023779622595,-8852545.45434399,5419499.41537661
33683,GO-20239039899,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,11,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,11,D52,"Apartment (Rooming House, Condo)",Apartment,GI,GIANT,RG,,BLK,1100,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3944919357787,43.6444415835453,-8838154.41410618,5410582.56404
33684,GO-20239040096,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,10,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,21,D52,Pharmacy,Other,OT,CROSSTRAIL,MT,,BRZ,1000,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3823855423882,43.65027638938,-8836806.73649076,5411480.19545299
33685,GO-20239039845,THEFT UNDER - BICYCLE,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,5,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,7,D14,"Apartment (Rooming House, Condo)",Apartment,MA,MARIN PRESIDIO,OT,,MRN,2500,STOLEN,162,West Queen West (162),082,Niagara (82),-79.405115031627,43.6430184838273,-8839336.97174355,5410363.64633937
33686,GO-20231926482,THEFT OF EBIKE UNDER $5000,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,3,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,11,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,,EL,10,BLKONG,3000,STOLEN,033,Clanton Park (33),033,Clanton Park (33),-79.4502085130101,43.7530584853811,-8844356.75508656,5427306.60361699
33687,GO-20239039859,THEFT UNDER - BICYCLE,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,18,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,8,D14,"Apartment (Rooming House, Condo)",Apartment,UK,CITY BIKE,RG,3,BLK,1500,STOLEN,163,Fort York-Liberty Village (163),082,Niagara (82),-79.3983326338877,43.6357009748047,-8838581.95865183,5409238.06435399
33688,GO-20231924116,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,0,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,2,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,SUPERCYCLE,,MT,21,RED,800,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.375760548767,43.6531626922663,-8836069.24564349,5411924.25902329
33689,GO-20231927120,THEFT UNDER - BICYCLE,8/11/2023 5:00:00 AM,2023,August,Friday,11,223,16,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,12,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,UNKNOWN MAKE,,OT,0,BLKONG,1000,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3779175452756,43.6431728822766,-8836309.36133985,5410387.3973746
33690,GO-20239040069,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,13,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,19,D51,"Apartment (Rooming House, Condo)",Apartment,UK,,RG,,BLK,1249.98999023438,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3793664467043,43.65418629329,-8836470.6523727,5412081.74723959
33691,GO-20231928628,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,17,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,16,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,CCM,VERGE,RG,21,BLU,500,STOLEN,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),-79.5569095864054,43.6101506050342,-8856234.66420002,5405308.97126293
33692,GO-20231930077,THEFT OF EBIKE UNDER $5000,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,2,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,19,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OTHER,OBM 48V13AH,EL,1,ONG,1400,STOLEN,063,The Beaches (63),063,The Beaches (63),-79.2910092504163,43.6719426357635,-8826634.77419474,5414814.11284932
33693,GO-20239039874,THEFT UNDER - BICYCLE,8/17/2023 5:00:00 AM,2023,August,Thursday,17,229,22,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,4,D32,Ttc Admin Or Support Facility,Transit,OT,FOLDABLE (JAPAN,FO,14,WHI,600,STOLEN,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.4159903445941,43.7816329965267,-8840547.60604893,5431711.33953729
33694,GO-20231928325,THEFT OF EBIKE OVER $5000,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,9,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,15,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,ROCKY MOUNTAIN,POWERPLAY,EL,8,BLKRED,8000,STOLEN,166,St Lawrence-East Bayfront-The Islands ,077,Waterfront Communities-The Island (77),-79.3764926462255,43.6457808848845,-8836150.74230874,5410788.5955463
33695,GO-20231925817,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,17,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,9,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,TRIUMPH,MT,21,BLKRED,350,STOLEN,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.4109200014448,43.761515587777,-8839983.1779367,5428610.03941158
33696,GO-20239040176,THEFT UNDER - BICYCLE,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,12,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,13,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,,OT,7,WHI,300,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3799562462733,43.6540727931765,-8836536.30849705,5412064.28433364
33697,GO-20239040112,THEFT UNDER - BICYCLE,8/14/2023 5:00:00 AM,2023,August,Monday,14,226,0,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,3,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,GI,AVAIL 5,OT,,LBL,400,STOLEN,079,University (79),079,University (79),-79.4024701356053,43.6592926012687,-8839042.54326763,5412867.42875589
33698,GO-20239040111,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,21,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,2,D51,Bar / Restaurant,Commercial,OT,,RG,,,0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.383092246615,43.6613701004739,-8836885.4065315,5413187.10203257
33699,GO-20231935613,THEFT UNDER - BICYCLE,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,13,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,14,D52,"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,MT,0,ONG,,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3944919357787,43.6444415835453,-8838154.41410618,5410582.56404
33700,GO-20239040113,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,19,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,7,D51,Pharmacy,Other,TREK,FX2 DISC STAGGE,RG,21,GRY,900,STOLEN,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),-79.3831426512623,43.6710410101447,-8836891.01747911,5414675.35016886
33701,GO-20239040141,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,15,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,12,D42,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,UK,,RG,,PLE,100,STOLEN,146,Malvern East (146),132,Malvern (132),-79.2155832782575,43.8077942990235,-8818238.39339911,5435745.92767182
33702,GO-20239040255,THEFT UNDER - BICYCLE,8/10/2023 5:00:00 AM,2023,August,Thursday,10,222,18,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,21,D22,"Apartment (Rooming House, Condo)",Apartment,OT,ROCKRIDER ST-1,MT,9,BLU,570,STOLEN,019,Long Branch (19),019,Long Branch (19),-79.5456353703179,43.5897722601944,-8854979.62421581,5402176.41987712
33703,GO-20239040249,THEFT UNDER - BICYCLE,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,15,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,21,D55,Pharmacy,Other,UK,,RG,,,1200,STOLEN,070,South Riverdale (70),070,South Riverdale (70),-79.3513491718331,43.662445304993,-8833351.78358629,5413352.55257192
33704,GO-20231934326,THEFT OF EBIKE UNDER $5000,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,20,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,11,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,ZERO,EL,1,WHI,,STOLEN,072,Regent Park (72),072,Regent Park (72),-79.3577565622707,43.6570897961935,-8834065.0509784,5412528.48621352
33705,GO-20239040202,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,0,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,15,D14,Pharmacy,Other,NO,NORCO,RC,,MRN,400,STOLEN,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4000691333089,43.6444407835676,-8838775.26483628,5410582.44097329
33706,GO-20239040330,THEFT UNDER,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,14,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,15,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UK,,RG,8,BLK,500,STOLEN,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5821063701517,43.7432591737937,-8859039.55736453,5425796.53277133
33707,GO-20239040369,THEFT UNDER - BICYCLE,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,15,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,19,D51,Pharmacy,Other,OT,CROSS TRAIL,MT,,,0,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3806752463596,43.6557698948736,-8836616.34721093,5412325.40083925
33708,GO-20239040317,THEFT UNDER - BICYCLE,8/19/2023 5:00:00 AM,2023,August,Saturday,19,231,20,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,13,D14,Pharmacy,Other,OT,DEL SOL PROJEKT,RG,,BLK,600,STOLEN,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.4317068257112,43.6671798168525,-8842297.15671091,5414081.12569855
33709,GO-20239040262,THEFT UNDER - BICYCLE,8/13/2023 5:00:00 AM,2023,August,Sunday,13,225,22,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,0,D13,"Apartment (Rooming House, Condo)",Apartment,GI,,RG,,LBL,700,STOLEN,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),-79.4461210207362,43.6690514229463,-8843901.7375585,5414369.15472252
33710,GO-20231929922,THEFT UNDER - BICYCLE,8/18/2023 5:00:00 AM,2023,August,Friday,18,230,17,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,14,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MIRRANCO,,BM,1,BLKRED,1000,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3775213469802,43.6513238904275,-8836265.25678024,5411641.35313917
33711,GO-20239040212,THEFT UNDER,8/11/2023 5:00:00 AM,2023,August,Friday,11,223,12,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,11,D33,"Apartment (Rooming House, Condo)",Apartment,NO,STORM,MT,24,BLU,800,STOLEN,049,Bayview Woods-Steeles (49),049,Bayview Woods-Steeles (49),-79.3933422860199,43.7911226143643,-8838026.43565359,5433174.62128785
33712,GO-20239040350,THEFT UNDER - BICYCLE,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,14,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,17,D51,"Apartment (Rooming House, Condo)",Apartment,TR,,MT,7,BLU,0,STOLEN,074,North St.James Town (74),074,North St.James Town (74),-79.3781080533526,43.6691419082456,-8836330.5685934,5414383.08005307
33713,GO-20239040320,THEFT UNDER - BICYCLE,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,11,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,DAHON,FO,1,ONG,800,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3837284444395,43.6557204948242,-8836956.22765758,5412317.80003956
33714,GO-20239040367,THEFT UNDER,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,4,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,18,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,,RG,8,BLU,150,STOLEN,094,Wychwood (94),094,Wychwood (94),-79.4306630293394,43.6740206233455,-8842180.96176038,5415133.92860899
33715,GO-20231944714,THEFT OF EBIKE UNDER $5000,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,10,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,18,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,HYPER,,EL,1,BLU,1000,STOLEN,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.3785193491588,43.6598556989595,-8836376.35385469,5412954.0738578
33716,GO-20239040210,THEFT UNDER - BICYCLE,8/6/2023 5:00:00 AM,2023,August,Sunday,6,218,1,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,11,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CA,TRAIL 8,MT,14,GRY,800,STOLEN,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3983606338784,43.6402985794023,-8838585.07559757,5409945.2535224
33717,GO-20231939825,THEFT UNDER - BICYCLE,8/16/2023 5:00:00 AM,2023,August,Wednesday,16,228,14,8/20/2023 5:00:00 AM,2023,August,Sunday,20,232,1,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,KHS,,RC,16,BLKGRY,600,STOLEN,113,Weston (113),113,Weston (113),-79.5083163480228,43.7019787570302,-8850825.28968986,5419437.9452085
33718,GO-20231947094,B&E,8/10/2023 5:00:00 AM,2023,August,Thursday,10,222,4,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,1,D53,"Apartment (Rooming House, Condo)",Apartment,CANNONDALE,QUICK SIX,RG,21,BLK,550,STOLEN,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),-79.3905860600292,43.7058239221274,-8837719.61397876,5420030.04634018
33719,GO-20239040705,THEFT UNDER - BICYCLE,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,16,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,21,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,LIV 21 ROVE MID,MT,,BLU,400,STOLEN,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3810634433654,43.6505637896674,-8836659.5611033,5411524.41172302
33720,GO-20239040463,THEFT UNDER - BICYCLE,8/11/2023 5:00:00 AM,2023,August,Friday,11,223,10,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,10,D14,"Apartment (Rooming House, Condo)",Apartment,CA,CANNONDALE CAAD,OT,,BLK,750,STOLEN,162,West Queen West (162),082,Niagara (82),-79.405115031627,43.6430184838273,-8839336.97174355,5410363.64633937
33721,GO-20239040752,THEFT UNDER - BICYCLE,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,14,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,22,D53,Schools During Supervised Activity,Educational,NO,STORM,MT,12,BLK,600,STOLEN,101,Forest Hill South (101),101,Forest Hill South (101),-79.4012427536579,43.6921006325859,-8838905.91172838,5417917.02761945
33722,GO-20239040677,THEFT UNDER - BICYCLE,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,13,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,19,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TR,,MT,,,1000,STOLEN,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4405489702754,43.709687957923,-8843281.45967851,5420625.09160142
33723,GO-20239040463,THEFT UNDER - BICYCLE,8/11/2023 5:00:00 AM,2023,August,Friday,11,223,10,8/21/2023 5:00:00 AM,2023,August,Monday,21,233,10,D14,"Apartment (Rooming House, Condo)",Apartment,CA,CANNONDALE CAAD,OT,,BLK,750,STOLEN,162,West Queen West (162),082,Niagara (82),-79.405115031627,43.6430184838273,-8839336.97174355,5410363.64633937
